order_id,customer_id,order_date,status,promised_ship_date
3265,381,2024-04-26,cancelled,2024-04-29
3324,279,2024-04-26,completed,2024-04-28
3687,223,2024-04-26,cancelled,2024-04-30
2444,192,2024-04-28,returned,2024-05-05
1342,2,2024-04-29,completed,2024-05-03
1415,92,2024-04-29,completed,2024-05-05
1435,321,2024-04-29,completed,2024-05-04
1798,222,2024-05-01,completed,2024-05-07
1346,392,2024-05-03,completed,2024-05-08
1528,135,2024-05-03,completed,2024-05-09
3291,14,2024-05-03,completed,2024-05-05
1564,236,2024-05-04,cancelled,2024-05-11
1743,325,2024-05-04,completed,2024-05-06
2060,168,2024-05-04,completed,2024-05-08
64,140,2024-05-05,completed,2024-05-10
284,350,2024-05-05,completed,2024-05-08
2477,12,2024-05-05,returned,2024-05-11
2665,376,2024-05-05,completed,2024-05-08
3102,320,2024-05-05,returned,2024-05-08
3438,254,2024-05-05,cancelled,2024-05-07
1073,244,2024-05-06,completed,2024-05-10
2330,188,2024-05-06,completed,2024-05-08
2495,93,2024-05-06,completed,2024-05-11
3745,255,2024-05-06,completed,2024-05-11
339,335,2024-05-08,completed,2024-05-14
627,298,2024-05-08,returned,2024-05-13
3590,320,2024-05-09,completed,2024-05-16
852,329,2024-05-10,completed,2024-05-17
1247,292,2024-05-10,completed,2024-05-14
2607,182,2024-05-10,completed,2024-05-17
146,116,2024-05-11,returned,2024-05-15
739,178,2024-05-11,completed,2024-05-18
958,392,2024-05-11,completed,2024-05-15
2695,216,2024-05-11,completed,2024-05-14
2780,372,2024-05-11,completed,2024-05-16
3134,347,2024-05-11,completed,2024-05-17
391,26,2024-05-12,completed,2024-05-19
1161,318,2024-05-14,completed,2024-05-16
2651,334,2024-05-14,cancelled,2024-05-20
1940,346,2024-05-15,returned,2024-05-18
3528,280,2024-05-16,completed,2024-05-18
1424,91,2024-05-18,returned,2024-05-25
2881,11,2024-05-18,returned,2024-05-20
3708,118,2024-05-18,returned,2024-05-23
2908,353,2024-05-19,returned,2024-05-25
3000,300,2024-05-19,completed,2024-05-22
442,103,2024-05-21,cancelled,2024-05-25
1441,337,2024-05-21,completed,2024-05-27
589,38,2024-05-22,completed,2024-05-25
2396,80,2024-05-22,completed,2024-05-25
2970,15,2024-05-22,returned,2024-05-29
3074,312,2024-05-22,cancelled,2024-05-29
3457,276,2024-05-23,completed,2024-05-27
657,294,2024-05-24,completed,2024-05-26
2917,218,2024-05-24,completed,2024-05-27
3690,262,2024-05-24,completed,2024-05-31
2380,147,2024-05-25,completed,2024-05-30
3827,104,2024-05-25,completed,2024-05-29
3849,143,2024-05-25,completed,2024-05-29
1582,175,2024-05-26,completed,2024-06-02
3961,246,2024-05-26,completed,2024-05-30
1275,188,2024-05-27,completed,2024-06-03
1553,183,2024-05-27,cancelled,2024-06-02
1867,263,2024-05-28,returned,2024-06-01
3465,31,2024-05-28,completed,2024-06-04
3719,55,2024-05-28,cancelled,2024-05-31
2765,368,2024-05-29,completed,2024-05-31
2822,377,2024-05-29,cancelled,2024-06-01
3498,393,2024-05-29,completed,2024-06-01
1340,155,2024-05-30,returned,2024-06-03
1376,56,2024-05-30,completed,2024-06-06
2736,106,2024-06-02,completed,2024-06-05
353,226,2024-06-03,completed,2024-06-07
2354,248,2024-06-03,completed,2024-06-05
2768,121,2024-06-03,completed,2024-06-05
2982,312,2024-06-03,completed,2024-06-10
2248,290,2024-06-04,completed,2024-06-11
2258,122,2024-06-04,completed,2024-06-06
2574,9,2024-06-04,returned,2024-06-11
2809,379,2024-06-04,completed,2024-06-09
22,114,2024-06-05,cancelled,2024-06-08
237,187,2024-06-05,completed,2024-06-08
489,134,2024-06-05,cancelled,2024-06-09
515,85,2024-06-05,completed,2024-06-08
1718,344,2024-06-05,completed,2024-06-12
2715,8,2024-06-05,cancelled,2024-06-08
1792,216,2024-06-07,returned,2024-06-12
3333,273,2024-06-07,completed,2024-06-13
3753,187,2024-06-07,completed,2024-06-13
330,225,2024-06-09,cancelled,2024-06-14
524,222,2024-06-09,returned,2024-06-14
3934,80,2024-06-09,completed,2024-06-12
1000,214,2024-06-10,completed,2024-06-13
3804,300,2024-06-10,completed,2024-06-17
344,293,2024-06-11,returned,2024-06-16
899,205,2024-06-11,completed,2024-06-13
2506,253,2024-06-11,completed,2024-06-13
474,90,2024-06-12,completed,2024-06-16
3550,112,2024-06-13,completed,2024-06-19
3877,219,2024-06-13,cancelled,2024-06-18
1981,73,2024-06-15,completed,2024-06-18
1124,176,2024-06-16,returned,2024-06-18
1354,185,2024-06-16,completed,2024-06-23
2087,398,2024-06-16,completed,2024-06-21
922,336,2024-06-17,completed,2024-06-19
1550,77,2024-06-17,completed,2024-06-20
1853,144,2024-06-17,completed,2024-06-23
2623,202,2024-06-17,completed,2024-06-22
2630,105,2024-06-17,returned,2024-06-20
3958,239,2024-06-17,completed,2024-06-24
429,325,2024-06-18,returned,2024-06-24
553,381,2024-06-18,completed,2024-06-21
738,217,2024-06-18,completed,2024-06-24
777,395,2024-06-18,completed,2024-06-24
1062,219,2024-06-18,completed,2024-06-21
2726,211,2024-06-18,cancelled,2024-06-24
3723,321,2024-06-19,completed,2024-06-25
3211,210,2024-06-20,completed,2024-06-27
2638,63,2024-06-21,completed,2024-06-26
306,309,2024-06-22,completed,2024-06-24
3606,72,2024-06-22,completed,2024-06-29
1825,260,2024-06-23,returned,2024-06-25
437,232,2024-06-24,completed,2024-06-27
296,242,2024-06-25,returned,2024-06-29
1735,167,2024-06-26,completed,2024-06-28
3448,192,2024-06-26,completed,2024-06-29
831,331,2024-06-27,completed,2024-07-04
1680,191,2024-06-27,completed,2024-07-04
3139,204,2024-06-27,cancelled,2024-06-29
3647,55,2024-06-27,completed,2024-07-01
3840,222,2024-06-27,completed,2024-07-01
3884,58,2024-06-27,completed,2024-07-03
857,286,2024-06-28,cancelled,2024-07-03
358,199,2024-06-29,returned,2024-07-04
1129,243,2024-06-29,returned,2024-07-02
1433,303,2024-06-29,completed,2024-07-02
1662,389,2024-06-29,completed,2024-07-06
2866,396,2024-06-29,completed,2024-07-03
3180,117,2024-06-29,completed,2024-07-05
1806,227,2024-06-30,completed,2024-07-04
2670,129,2024-06-30,completed,2024-07-02
3624,177,2024-07-01,cancelled,2024-07-03
81,223,2024-07-02,completed,2024-07-07
846,276,2024-07-02,completed,2024-07-05
1208,104,2024-07-02,completed,2024-07-06
1948,50,2024-07-02,cancelled,2024-07-05
2116,276,2024-07-02,completed,2024-07-07
2876,26,2024-07-02,returned,2024-07-05
1896,198,2024-07-03,completed,2024-07-08
3517,95,2024-07-03,cancelled,2024-07-06
1856,261,2024-07-04,completed,2024-07-11
3910,366,2024-07-04,completed,2024-07-09
1783,133,2024-07-05,returned,2024-07-08
2351,306,2024-07-05,completed,2024-07-09
1033,77,2024-07-06,completed,2024-07-08
2501,146,2024-07-06,returned,2024-07-09
2559,52,2024-07-06,completed,2024-07-09
3998,161,2024-07-06,completed,2024-07-11
850,67,2024-07-07,completed,2024-07-09
3783,232,2024-07-07,completed,2024-07-12
3820,45,2024-07-07,completed,2024-07-14
3923,48,2024-07-07,returned,2024-07-09
667,194,2024-07-10,completed,2024-07-13
841,80,2024-07-10,completed,2024-07-14
1173,103,2024-07-11,returned,2024-07-16
1901,198,2024-07-11,completed,2024-07-14
2280,37,2024-07-11,completed,2024-07-14
209,7,2024-07-13,completed,2024-07-17
1059,314,2024-07-13,completed,2024-07-19
1995,70,2024-07-14,cancelled,2024-07-19
3037,251,2024-07-14,cancelled,2024-07-21
1242,300,2024-07-16,completed,2024-07-18
2699,289,2024-07-16,returned,2024-07-23
3183,245,2024-07-16,completed,2024-07-21
3485,105,2024-07-16,completed,2024-07-19
3946,189,2024-07-16,completed,2024-07-18
100,307,2024-07-17,completed,2024-07-23
336,88,2024-07-17,completed,2024-07-20
3146,364,2024-07-17,completed,2024-07-20
2691,295,2024-07-18,completed,2024-07-24
3341,363,2024-07-18,returned,2024-07-25
3600,192,2024-07-18,completed,2024-07-21
2535,254,2024-07-19,completed,2024-07-22
1925,54,2024-07-20,returned,2024-07-24
2887,259,2024-07-20,cancelled,2024-07-27
2169,123,2024-07-21,completed,2024-07-24
3927,396,2024-07-21,completed,2024-07-25
1375,397,2024-07-22,completed,2024-07-27
2411,342,2024-07-22,returned,2024-07-28
2467,186,2024-07-22,completed,2024-07-27
2769,228,2024-07-22,completed,2024-07-28
2770,105,2024-07-22,completed,2024-07-28
2939,79,2024-07-22,completed,2024-07-29
3730,55,2024-07-22,completed,2024-07-24
888,29,2024-07-23,completed,2024-07-27
768,176,2024-07-24,completed,2024-07-28
799,321,2024-07-24,completed,2024-07-30
1586,245,2024-07-24,completed,2024-07-27
1969,71,2024-07-24,completed,2024-07-29
698,20,2024-07-25,cancelled,2024-07-30
1118,374,2024-07-25,cancelled,2024-07-31
2030,44,2024-07-25,completed,2024-07-27
2791,287,2024-07-25,returned,2024-07-27
1692,32,2024-07-27,completed,2024-07-30
1794,293,2024-07-27,completed,2024-08-03
1855,241,2024-07-27,cancelled,2024-08-02
2403,365,2024-07-27,completed,2024-08-01
145,16,2024-07-28,completed,2024-08-01
624,144,2024-07-28,completed,2024-08-03
1933,337,2024-07-28,completed,2024-08-04
2383,212,2024-07-29,returned,2024-08-03
2463,74,2024-07-29,cancelled,2024-07-31
2533,286,2024-07-29,completed,2024-08-05
2972,62,2024-07-29,completed,2024-08-03
3184,102,2024-07-29,completed,2024-08-04
3366,52,2024-07-29,cancelled,2024-08-03
217,41,2024-07-30,returned,2024-08-02
2318,367,2024-07-30,completed,2024-08-05
2402,36,2024-07-30,completed,2024-08-04
3069,49,2024-07-30,completed,2024-08-06
3509,356,2024-07-30,completed,2024-08-02
258,49,2024-07-31,returned,2024-08-03
1514,189,2024-07-31,completed,2024-08-05
1865,385,2024-07-31,completed,2024-08-04
67,317,2024-08-01,completed,2024-08-04
356,177,2024-08-01,returned,2024-08-06
1722,317,2024-08-01,returned,2024-08-07
222,223,2024-08-02,completed,2024-08-07
245,234,2024-08-02,completed,2024-08-06
598,392,2024-08-02,completed,2024-08-07
1610,395,2024-08-02,completed,2024-08-05
289,197,2024-08-04,completed,2024-08-09
346,339,2024-08-04,cancelled,2024-08-10
697,135,2024-08-04,completed,2024-08-08
928,102,2024-08-04,returned,2024-08-09
470,57,2024-08-05,returned,2024-08-12
1336,210,2024-08-05,cancelled,2024-08-09
1520,189,2024-08-05,completed,2024-08-11
2070,380,2024-08-05,returned,2024-08-08
2148,171,2024-08-05,completed,2024-08-08
2620,72,2024-08-05,returned,2024-08-09
3360,375,2024-08-05,returned,2024-08-11
1774,315,2024-08-06,cancelled,2024-08-10
2432,9,2024-08-06,returned,2024-08-11
3913,131,2024-08-06,completed,2024-08-09
809,8,2024-08-07,completed,2024-08-10
1188,274,2024-08-07,completed,2024-08-09
1497,388,2024-08-07,completed,2024-08-11
1580,217,2024-08-07,completed,2024-08-13
2312,66,2024-08-07,completed,2024-08-12
271,128,2024-08-08,completed,2024-08-13
1946,216,2024-08-08,completed,2024-08-10
3178,98,2024-08-08,cancelled,2024-08-10
3467,336,2024-08-08,completed,2024-08-14
281,170,2024-08-09,completed,2024-08-11
570,114,2024-08-09,completed,2024-08-16
1982,304,2024-08-09,returned,2024-08-12
2532,393,2024-08-09,completed,2024-08-16
3296,34,2024-08-09,completed,2024-08-14
256,119,2024-08-10,returned,2024-08-15
672,338,2024-08-10,completed,2024-08-16
2364,368,2024-08-10,completed,2024-08-13
2455,224,2024-08-10,completed,2024-08-17
2895,209,2024-08-10,returned,2024-08-14
3975,197,2024-08-10,completed,2024-08-15
880,236,2024-08-12,completed,2024-08-15
1534,31,2024-08-13,completed,2024-08-17
2153,179,2024-08-13,cancelled,2024-08-19
2890,302,2024-08-13,completed,2024-08-16
2666,55,2024-08-14,completed,2024-08-21
861,372,2024-08-15,completed,2024-08-21
1150,273,2024-08-15,cancelled,2024-08-19
1436,177,2024-08-15,completed,2024-08-20
2636,105,2024-08-15,completed,2024-08-20
3572,21,2024-08-15,completed,2024-08-20
382,117,2024-08-16,completed,2024-08-20
678,69,2024-08-16,completed,2024-08-21
1445,251,2024-08-16,completed,2024-08-23
1691,365,2024-08-16,completed,2024-08-21
2150,114,2024-08-16,completed,2024-08-18
756,84,2024-08-17,completed,2024-08-20
1385,297,2024-08-17,completed,2024-08-23
1388,110,2024-08-17,returned,2024-08-24
2155,25,2024-08-17,completed,2024-08-21
178,236,2024-08-18,completed,2024-08-20
2434,228,2024-08-18,returned,2024-08-24
2646,302,2024-08-18,completed,2024-08-22
743,186,2024-08-19,returned,2024-08-23
1936,151,2024-08-19,completed,2024-08-25
2468,12,2024-08-19,completed,2024-08-21
2687,256,2024-08-19,completed,2024-08-21
127,275,2024-08-20,completed,2024-08-24
313,155,2024-08-20,completed,2024-08-23
3049,208,2024-08-20,completed,2024-08-23
408,262,2024-08-21,cancelled,2024-08-25
505,212,2024-08-21,completed,2024-08-27
1815,305,2024-08-21,cancelled,2024-08-23
2099,76,2024-08-21,completed,2024-08-26
2294,213,2024-08-21,completed,2024-08-23
2941,268,2024-08-21,returned,2024-08-28
776,33,2024-08-22,completed,2024-08-28
1050,393,2024-08-22,cancelled,2024-08-29
1177,38,2024-08-22,completed,2024-08-28
2486,393,2024-08-22,returned,2024-08-26
3201,154,2024-08-22,returned,2024-08-25
484,303,2024-08-23,completed,2024-08-29
1235,27,2024-08-23,returned,2024-08-26
2433,384,2024-08-23,returned,2024-08-29
1401,225,2024-08-24,returned,2024-08-31
3010,184,2024-08-24,completed,2024-08-27
107,51,2024-08-25,completed,2024-08-28
2777,109,2024-08-25,completed,2024-08-31
41,50,2024-08-26,returned,2024-08-29
517,313,2024-08-26,completed,2024-08-29
714,38,2024-08-26,returned,2024-08-30
2190,180,2024-08-26,cancelled,2024-08-29
2269,382,2024-08-26,cancelled,2024-08-31
520,213,2024-08-27,completed,2024-09-03
1800,123,2024-08-27,completed,2024-08-29
1950,168,2024-08-27,completed,2024-09-02
2588,141,2024-08-27,cancelled,2024-09-03
2673,231,2024-08-27,completed,2024-08-30
3019,219,2024-08-27,completed,2024-09-02
457,11,2024-08-28,completed,2024-09-04
668,104,2024-08-28,returned,2024-09-03
1087,306,2024-08-28,completed,2024-09-01
1897,292,2024-08-28,completed,2024-09-04
2197,225,2024-08-28,cancelled,2024-09-02
2899,115,2024-08-28,returned,2024-08-30
1289,142,2024-08-29,completed,2024-09-05
2018,294,2024-08-29,completed,2024-09-01
2207,56,2024-08-29,completed,2024-09-01
2391,93,2024-08-29,cancelled,2024-08-31
2556,26,2024-08-29,cancelled,2024-09-01
3937,128,2024-08-29,completed,2024-09-05
2225,187,2024-08-30,completed,2024-09-03
2284,7,2024-08-30,cancelled,2024-09-01
2524,156,2024-08-30,completed,2024-09-03
2595,5,2024-08-30,completed,2024-09-06
1274,188,2024-08-31,completed,2024-09-06
2336,31,2024-08-31,cancelled,2024-09-02
3508,20,2024-08-31,completed,2024-09-03
912,28,2024-09-01,completed,2024-09-07
1479,377,2024-09-01,returned,2024-09-03
2859,387,2024-09-01,completed,2024-09-06
3740,372,2024-09-01,completed,2024-09-06
149,59,2024-09-02,completed,2024-09-08
208,256,2024-09-02,cancelled,2024-09-08
653,346,2024-09-02,completed,2024-09-07
3357,239,2024-09-02,completed,2024-09-08
512,389,2024-09-03,cancelled,2024-09-06
1207,305,2024-09-03,returned,2024-09-06
1593,339,2024-09-03,completed,2024-09-06
2763,20,2024-09-03,completed,2024-09-10
3500,82,2024-09-03,completed,2024-09-05
3983,343,2024-09-03,completed,2024-09-07
574,178,2024-09-04,completed,2024-09-07
113,374,2024-09-05,completed,2024-09-09
458,228,2024-09-05,completed,2024-09-07
720,35,2024-09-05,completed,2024-09-12
1237,121,2024-09-05,cancelled,2024-09-10
1396,146,2024-09-05,completed,2024-09-11
2711,61,2024-09-05,returned,2024-09-09
3054,231,2024-09-05,returned,2024-09-09
135,192,2024-09-06,cancelled,2024-09-09
1306,163,2024-09-06,returned,2024-09-09
1319,13,2024-09-06,completed,2024-09-12
3772,375,2024-09-06,completed,2024-09-12
1017,239,2024-09-07,cancelled,2024-09-09
1521,368,2024-09-07,returned,2024-09-12
2102,264,2024-09-07,cancelled,2024-09-11
2245,224,2024-09-07,completed,2024-09-12
3351,160,2024-09-07,returned,2024-09-09
1523,366,2024-09-08,completed,2024-09-11
1874,185,2024-09-08,completed,2024-09-14
2203,251,2024-09-08,returned,2024-09-13
2825,141,2024-09-08,completed,2024-09-13
560,21,2024-09-09,completed,2024-09-13
2110,43,2024-09-09,completed,2024-09-14
2527,164,2024-09-09,completed,2024-09-15
518,202,2024-09-10,completed,2024-09-15
1640,115,2024-09-10,completed,2024-09-14
3738,326,2024-09-10,cancelled,2024-09-17
276,32,2024-09-11,completed,2024-09-14
815,394,2024-09-11,cancelled,2024-09-14
1311,13,2024-09-11,completed,2024-09-16
2916,102,2024-09-11,completed,2024-09-13
1412,251,2024-09-12,completed,2024-09-15
1482,161,2024-09-12,completed,2024-09-18
1495,122,2024-09-12,completed,2024-09-17
1710,179,2024-09-12,completed,2024-09-14
2043,272,2024-09-12,completed,2024-09-19
2720,40,2024-09-12,completed,2024-09-16
454,365,2024-09-13,cancelled,2024-09-15
1651,104,2024-09-13,completed,2024-09-18
1769,193,2024-09-13,returned,2024-09-17
2082,362,2024-09-13,returned,2024-09-18
3348,379,2024-09-13,returned,2024-09-20
1344,341,2024-09-14,completed,2024-09-19
1771,190,2024-09-14,completed,2024-09-19
2753,292,2024-09-14,cancelled,2024-09-18
3892,127,2024-09-14,completed,2024-09-17
365,217,2024-09-16,completed,2024-09-23
1132,40,2024-09-16,completed,2024-09-20
1221,74,2024-09-17,cancelled,2024-09-21
2072,161,2024-09-17,completed,2024-09-23
2159,5,2024-09-17,cancelled,2024-09-23
2622,279,2024-09-17,returned,2024-09-21
2761,323,2024-09-17,completed,2024-09-20
2806,357,2024-09-17,returned,2024-09-20
3836,262,2024-09-17,completed,2024-09-19
3882,50,2024-09-17,cancelled,2024-09-24
614,336,2024-09-18,completed,2024-09-20
1372,356,2024-09-18,completed,2024-09-25
2055,45,2024-09-18,completed,2024-09-25
2136,319,2024-09-18,completed,2024-09-20
3034,391,2024-09-18,completed,2024-09-23
3155,312,2024-09-18,completed,2024-09-23
3282,80,2024-09-18,completed,2024-09-25
446,197,2024-09-19,returned,2024-09-25
2719,204,2024-09-19,completed,2024-09-26
1907,106,2024-09-20,completed,2024-09-25
3023,171,2024-09-20,completed,2024-09-22
941,335,2024-09-21,completed,2024-09-27
1577,341,2024-09-21,completed,2024-09-25
2886,380,2024-09-21,completed,2024-09-23
3106,311,2024-09-21,completed,2024-09-23
210,292,2024-09-22,completed,2024-09-26
483,372,2024-09-22,completed,2024-09-25
1067,358,2024-09-22,completed,2024-09-24
1133,144,2024-09-22,completed,2024-09-26
2219,20,2024-09-22,completed,2024-09-25
2285,395,2024-09-22,completed,2024-09-26
2849,326,2024-09-22,completed,2024-09-28
2993,28,2024-09-22,completed,2024-09-29
3828,360,2024-09-23,completed,2024-09-25
134,61,2024-09-24,completed,2024-09-28
621,376,2024-09-24,completed,2024-09-29
632,257,2024-09-24,returned,2024-09-26
836,21,2024-09-24,completed,2024-10-01
1007,356,2024-09-24,completed,2024-09-28
1973,163,2024-09-24,cancelled,2024-09-26
2812,94,2024-09-24,cancelled,2024-09-30
3298,309,2024-09-24,cancelled,2024-09-26
85,4,2024-09-25,completed,2024-09-29
162,385,2024-09-25,completed,2024-09-27
977,212,2024-09-25,completed,2024-09-30
1606,98,2024-09-25,completed,2024-09-27
2063,274,2024-09-25,cancelled,2024-10-02
3578,154,2024-09-25,cancelled,2024-09-30
264,395,2024-09-26,returned,2024-09-28
1248,239,2024-09-26,completed,2024-10-01
1473,133,2024-09-26,completed,2024-10-03
1507,206,2024-09-26,completed,2024-10-03
3939,148,2024-09-26,completed,2024-10-02
463,54,2024-09-27,returned,2024-10-04
1211,110,2024-09-27,completed,2024-10-03
1362,145,2024-09-27,completed,2024-10-02
2326,357,2024-09-27,cancelled,2024-09-30
2603,146,2024-09-27,returned,2024-10-04
2846,193,2024-09-27,completed,2024-10-04
3264,226,2024-09-27,completed,2024-10-02
881,188,2024-09-28,returned,2024-10-01
3042,97,2024-09-28,completed,2024-10-01
98,156,2024-09-29,completed,2024-10-03
1333,301,2024-09-29,returned,2024-10-01
1888,66,2024-09-29,completed,2024-10-06
200,64,2024-09-30,returned,2024-10-07
1688,194,2024-09-30,returned,2024-10-07
2333,271,2024-09-30,cancelled,2024-10-04
604,22,2024-10-01,completed,2024-10-07
1213,213,2024-10-01,completed,2024-10-08
2134,111,2024-10-01,completed,2024-10-07
2466,135,2024-10-01,completed,2024-10-03
3464,252,2024-10-01,completed,2024-10-06
3548,56,2024-10-01,returned,2024-10-08
3686,369,2024-10-01,completed,2024-10-07
608,95,2024-10-02,completed,2024-10-08
1707,302,2024-10-02,completed,2024-10-04
2286,322,2024-10-02,returned,2024-10-04
2373,159,2024-10-02,returned,2024-10-04
3511,306,2024-10-02,completed,2024-10-09
3637,385,2024-10-02,completed,2024-10-07
3953,117,2024-10-02,completed,2024-10-06
377,312,2024-10-03,cancelled,2024-10-10
1070,316,2024-10-03,completed,2024-10-07
1334,156,2024-10-03,completed,2024-10-09
2140,105,2024-10-03,completed,2024-10-10
3313,18,2024-10-03,completed,2024-10-06
3344,83,2024-10-03,completed,2024-10-08
602,347,2024-10-04,cancelled,2024-10-11
1733,131,2024-10-04,completed,2024-10-07
2078,152,2024-10-04,completed,2024-10-09
2412,341,2024-10-04,cancelled,2024-10-11
3070,253,2024-10-04,completed,2024-10-08
3432,277,2024-10-04,cancelled,2024-10-10
3778,37,2024-10-04,cancelled,2024-10-08
3904,40,2024-10-04,returned,2024-10-11
998,17,2024-10-05,cancelled,2024-10-11
1382,383,2024-10-05,completed,2024-10-11
1659,6,2024-10-05,cancelled,2024-10-11
2080,341,2024-10-05,cancelled,2024-10-07
3142,135,2024-10-05,returned,2024-10-07
3400,175,2024-10-05,returned,2024-10-09
3408,152,2024-10-05,completed,2024-10-07
1316,290,2024-10-06,cancelled,2024-10-11
2642,12,2024-10-06,completed,2024-10-09
2946,85,2024-10-06,completed,2024-10-08
3670,140,2024-10-06,completed,2024-10-11
310,361,2024-10-07,completed,2024-10-09
1290,78,2024-10-07,completed,2024-10-13
2009,310,2024-10-07,completed,2024-10-14
2010,127,2024-10-07,returned,2024-10-13
2596,349,2024-10-07,completed,2024-10-13
2649,146,2024-10-07,completed,2024-10-09
3150,148,2024-10-07,completed,2024-10-10
372,302,2024-10-08,returned,2024-10-10
997,335,2024-10-08,completed,2024-10-10
1091,273,2024-10-08,completed,2024-10-13
414,392,2024-10-09,completed,2024-10-11
752,5,2024-10-09,completed,2024-10-14
2332,94,2024-10-09,completed,2024-10-16
3166,312,2024-10-09,cancelled,2024-10-11
355,357,2024-10-10,cancelled,2024-10-12
2302,220,2024-10-10,returned,2024-10-14
2414,235,2024-10-10,completed,2024-10-15
3058,173,2024-10-10,cancelled,2024-10-16
3253,115,2024-10-10,returned,2024-10-17
3564,110,2024-10-10,completed,2024-10-12
3641,95,2024-10-10,completed,2024-10-12
