order_item_id,order_id,product_id,quantity,unit_price,discount
338,1435,24,9,8.02,0.15
339,1798,34,7,195.39,0.0
340,1798,25,2,103.21,0.1
341,1798,16,3,18.33,0.05
342,1346,33,6,10.06,0.0
343,1346,24,1,8.02,0.15
344,1346,24,3,8.02,0.0
345,1528,25,1,103.21,0.15
346,1528,36,1,307.21,0.15
347,1528,41,1,136.4,0.05
348,1528,27,4,212.44,0.0
349,1528,27,10,212.44,0.1
350,3291,30,6,75.84,0.1
351,3291,51,10,50.01,0.0
352,3291,50,9,171.97,0.15
353,3291,12,2,385.04,0.0
354,3291,4,1,27.29,0.0
355,1564,56,5,394.93,0.05
356,1743,8,9,339.2,0.1
357,1743,48,5,61.29,0.0
358,1743,41,5,136.4,0.15
359,1743,55,3,54.78,0.15
360,1743,36,8,307.21,0.05
361,2060,34,7,195.39,0.0
362,2060,46,9,21.46,0.0
363,64,26,4,80.87,0.0
364,284,44,3,196.45,0.0
365,284,45,10,68.24,0.05
366,2477,47,9,271.83,0.0
367,2477,37,5,136.06,0.15
368,2477,27,3,212.44,0.0
369,2665,16,3,18.33,0.05
370,3102,47,9,271.83,0.15
371,3102,28,2,52.42,0.0
372,3102,20,2,151.48,0.0
373,3438,56,7,394.93,0.0
374,3438,19,7,7.35,0.15
375,3438,11,6,61.17,0.0
376,3438,49,1,3.15,0.0
377,1073,26,6,80.87,0.0
378,1073,22,3,39.07,0.1
379,2330,13,1,71.06,0.15
380,2330,43,8,60.31,0.0
381,2330,25,7,103.21,0.0
382,2495,56,9,394.93,0.0
383,2495,37,9,136.06,0.1
384,2495,59,4,31.68,0.0
385,3745,24,9,8.02,0.0
386,339,34,5,195.39,0.0
387,339,22,3,39.07,0.15
388,339,30,1,75.84,0.1
389,339,44,6,196.45,0.15
390,339,3,1,120.38,0.0
391,627,16,4,18.33,0.0
392,627,14,4,3.36,0.0
393,627,54,5,15.53,0.1
394,3590,21,2,71.68,0.15
395,3590,26,4,80.87,0.15
396,3590,52,2,18.99,0.0
397,3590,6,10,24.02,0.0
398,3590,30,8,75.84,0.1
399,852,35,10,192.47,0.0
400,1247,16,2,18.33,0.1
401,1247,41,4,136.4,0.15
402,2607,14,7,3.36,0.0
403,2607,42,4,2.63,0.0
404,2607,3,1,120.38,0.05
405,2607,47,2,271.83,0.0
406,146,49,8,3.15,0.1
407,146,49,7,3.15,0.0
408,146,7,9,33.03,0.05
409,146,55,9,54.78,0.05
410,146,47,1,271.83,0.1
411,739,59,4,31.68,0.0
412,958,52,10,18.99,0.0
413,2695,22,2,39.07,0.05
414,2780,9,9,270.93,0.1
415,2780,60,4,126.12,0.0
416,2780,45,6,68.24,0.05
417,2780,31,8,308.58,0.15
418,2780,17,5,51.12,0.15
419,3134,8,7,339.2,0.15
420,3134,59,10,31.68,0.0
421,3134,44,7,196.45,0.0
422,3134,24,6,8.02,0.1
423,3134,9,2,270.93,0.0
424,391,39,2,158.99,0.0
425,391,56,10,394.93,0.1
426,391,19,9,7.35,0.0
427,1161,15,7,118.8,0.0
428,1161,34,6,195.39,0.05
429,1161,54,10,15.53,0.0
430,2651,49,4,3.15,0.05
431,2651,11,3,61.17,0.15
432,1940,39,9,158.99,0.1
433,1940,10,4,165.6,0.0
434,3528,18,6,257.31,0.0
435,3528,27,2,212.44,0.0
436,3528,17,5,51.12,0.0
437,3528,9,9,270.93,0.1
438,1424,48,6,61.29,0.0
439,1424,41,6,136.4,0.0
440,1424,16,7,18.33,0.05
441,1424,28,1,52.42,0.05
442,2881,45,2,68.24,0.0
443,2881,48,7,61.29,0.0
444,2881,50,1,171.97,0.0
445,2881,13,9,71.06,0.0
446,2881,57,6,48.65,0.0
447,3708,26,2,80.87,0.1
448,3708,53,7,43.35,0.0
449,3708,10,8,165.6,0.15
450,3708,5,4,160.91,0.0
451,2908,12,5,385.04,0.0
452,3000,23,7,42.49,0.0
453,3000,33,3,10.06,0.1
454,3000,28,2,52.42,0.1
455,442,41,7,136.4,0.05
456,442,49,3,3.15,0.1
457,442,40,9,56.04,0.0
458,442,54,5,15.53,0.0
459,1441,8,5,339.2,0.0
460,589,1,8,46.02,0.1
461,589,50,6,171.97,0.0
462,589,20,8,151.48,0.0
463,589,56,9,394.93,0.15
464,589,48,3,61.29,0.1
465,2396,3,4,120.38,0.0
466,2396,42,10,2.63,0.0
467,2396,47,1,271.83,0.0
468,2396,7,6,33.03,0.15
469,2970,45,1,68.24,0.15
470,2970,39,9,158.99,0.0
471,2970,24,10,8.02,0.1
472,2970,46,5,21.46,0.0
473,3074,37,1,136.06,0.0
474,3074,46,5,21.46,0.05
475,3074,38,7,13.28,0.0
476,3457,46,10,21.46,0.1
477,3457,41,10,136.4,0.05
478,3457,37,5,136.06,0.05
479,3457,54,10,15.53,0.1
480,3457,49,8,3.15,0.1
481,657,57,5,48.65,0.1
482,2917,35,10,192.47,0.0
483,2917,25,10,103.21,0.15
484,3690,10,10,165.6,0.0
485,3690,7,1,33.03,0.0
486,2380,57,10,48.65,0.0
487,2380,40,3,56.04,0.0
488,2380,57,2,48.65,0.0
489,2380,12,5,385.04,0.0
490,2380,50,7,171.97,0.0
491,3827,37,1,136.06,0.1
492,3827,27,1,212.44,0.1
493,3827,36,3,307.21,0.05
494,3827,26,2,80.87,0.15
495,3849,49,1,3.15,0.05
496,3849,42,3,2.63,0.05
497,3849,48,5,61.29,0.0
498,3849,36,4,307.21,0.15
499,1582,39,6,158.99,0.0
500,1582,43,10,60.31,0.15
501,1582,59,4,31.68,0.0
502,1582,58,3,104.43,0.1
503,1582,43,1,60.31,0.1
504,3961,53,6,43.35,0.0
505,3961,27,2,212.44,0.15
506,3961,10,10,165.6,0.15
507,1275,28,1,52.42,0.0
508,1275,36,7,307.21,0.0
509,1275,38,9,13.28,0.0
510,1275,44,7,196.45,0.0
511,1275,43,2,60.31,0.0
512,1553,25,7,103.21,0.1
513,1553,23,2,42.49,0.05
514,1553,60,1,126.12,0.0
515,1553,36,7,307.21,0.05
516,1553,7,3,33.03,0.15
517,1867,52,6,18.99,0.1
518,1867,37,2,136.06,0.0
519,3465,54,5,15.53,0.0
520,3465,26,3,80.87,0.1
521,3465,16,5,18.33,0.1
522,3719,18,1,257.31,0.15
523,3719,55,3,54.78,0.0
524,3719,31,1,308.58,0.0
525,3719,1,9,46.02,0.15
526,3719,28,7,52.42,0.1
527,2765,5,2,160.91,0.0
528,2765,54,9,15.53,0.05
529,2765,13,2,71.06,0.0
530,2765,43,10,60.31,0.0
531,2822,53,1,43.35,0.0
532,2822,5,9,160.91,0.05
533,2822,4,5,27.29,0.1
534,3498,19,10,7.35,0.15
535,1340,55,6,54.78,0.15
536,1376,30,3,75.84,0.05
537,2736,13,8,71.06,0.1
538,2736,42,3,2.63,0.05
539,2736,4,6,27.29,0.15
540,2736,15,5,118.8,0.15
541,2736,18,8,257.31,0.0
542,353,29,5,103.01,0.1
543,353,26,1,80.87,0.0
544,353,46,3,21.46,0.05
545,353,47,7,271.83,0.05
546,2354,39,6,158.99,0.0
547,2354,2,2,166.46,0.1
548,2768,47,8,271.83,0.15
549,2768,60,1,126.12,0.05
550,2768,11,10,61.17,0.1
551,2768,5,1,160.91,0.0
552,2982,60,9,126.12,0.1
553,2982,17,4,51.12,0.0
554,2982,13,8,71.06,0.0
555,2982,15,3,118.8,0.0
556,2248,23,3,42.49,0.15
557,2248,13,7,71.06,0.0
558,2248,7,9,33.03,0.05
559,2258,30,4,75.84,0.0
560,2574,44,2,196.45,0.0
561,2574,39,1,158.99,0.0
562,2809,8,7,339.2,0.0
563,2809,16,6,18.33,0.1
564,2809,9,8,270.93,0.05
565,2809,35,6,192.47,0.1
566,22,8,4,339.2,0.0
567,22,29,9,103.01,0.0
568,22,19,5,7.35,0.0
569,22,38,3,13.28,0.0
570,237,21,3,71.68,0.0
571,237,56,5,394.93,0.05
572,237,33,2,10.06,0.0
573,237,28,5,52.42,0.0
574,237,4,8,27.29,0.0
575,489,44,2,196.45,0.0
576,489,26,9,80.87,0.05
577,515,60,8,126.12,0.0
578,1718,43,3,60.31,0.1
579,1718,59,2,31.68,0.0
580,1718,1,2,46.02,0.0
581,1718,57,10,48.65,0.05
582,2715,53,2,43.35,0.0
583,2715,41,5,136.4,0.0
584,2715,34,3,195.39,0.05
585,2715,37,6,136.06,0.1
586,2715,48,10,61.29,0.05
587,1792,15,4,118.8,0.05
588,1792,56,4,394.93,0.1
589,1792,57,9,48.65,0.0
590,1792,12,6,385.04,0.1
591,3333,2,4,166.46,0.0
592,3333,37,1,136.06,0.05
593,3333,32,10,115.53,0.15
594,3333,35,7,192.47,0.15
595,3753,44,8,196.45,0.0
596,3753,31,1,308.58,0.15
597,3753,26,4,80.87,0.05
598,3753,58,9,104.43,0.05
599,330,56,6,394.93,0.0
600,330,49,7,3.15,0.0
601,524,10,3,165.6,0.0
602,524,12,6,385.04,0.0
603,524,21,3,71.68,0.15
604,524,6,6,24.02,0.05
605,524,1,9,46.02,0.0
606,3934,60,5,126.12,0.0
607,3934,26,3,80.87,0.1
608,3934,47,9,271.83,0.0
609,3934,42,2,2.63,0.0
610,1000,9,10,270.93,0.0
611,1000,26,10,80.87,0.05
612,1000,3,10,120.38,0.1
613,1000,35,5,192.47,0.15
614,1000,16,10,18.33,0.05
615,3804,35,9,192.47,0.0
616,3804,56,3,394.93,0.0
617,3804,9,6,270.93,0.0
618,3804,52,10,18.99,0.0
619,3804,45,4,68.24,0.15
620,344,28,10,52.42,0.15
621,344,46,5,21.46,0.15
622,344,33,3,10.06,0.0
623,344,20,6,151.48,0.1
624,344,55,10,54.78,0.15
625,899,36,2,307.21,0.15
626,899,42,5,2.63,0.0
627,899,23,9,42.49,0.05
628,899,33,1,10.06,0.05
629,899,45,8,68.24,0.15
630,2506,23,4,42.49,0.0
631,474,26,7,80.87,0.05
632,474,31,9,308.58,0.0
633,474,50,3,171.97,0.15
634,474,2,8,166.46,0.1
635,474,18,2,257.31,0.05
636,3550,5,8,160.91,0.15
637,3550,32,9,115.53,0.1
638,3550,32,9,115.53,0.05
639,3550,10,10,165.6,0.1
640,3550,59,9,31.68,0.05
641,3877,46,3,21.46,0.0
642,3877,21,10,71.68,0.1
643,3877,13,1,71.06,0.05
644,3877,51,9,50.01,0.15
645,1981,44,1,196.45,0.1
646,1981,26,3,80.87,0.15
647,1981,44,4,196.45,0.15
648,1124,4,5,27.29,0.15
649,1124,57,6,48.65,0.0
650,1124,49,7,3.15,0.05
651,1354,22,8,39.07,0.15
652,1354,37,1,136.06,0.0
653,1354,44,3,196.45,0.0
654,1354,18,3,257.31,0.1
655,1354,50,6,171.97,0.15
656,2087,18,3,257.31,0.0
657,2087,60,7,126.12,0.1
658,2087,30,7,75.84,0.1
659,922,9,10,270.93,0.0
660,922,19,4,7.35,0.0
661,1550,44,10,196.45,0.1
662,1550,55,7,54.78,0.0
663,1853,56,9,394.93,0.0
664,1853,58,2,104.43,0.1
665,2623,26,5,80.87,0.0
666,2623,6,6,24.02,0.15
667,2623,12,6,385.04,0.1
668,2630,12,7,385.04,0.0
669,2630,11,3,61.17,0.1
670,2630,26,4,80.87,0.1
671,2630,56,4,394.93,0.15
672,3958,34,6,195.39,0.1
673,3958,7,9,33.03,0.0
674,3958,7,7,33.03,0.1
675,429,24,8,8.02,0.0
676,429,34,7,195.39,0.0
677,429,55,6,54.78,0.1
678,553,40,8,56.04,0.0
679,738,53,4,43.35,0.0
680,738,1,5,46.02,0.0
681,738,41,2,136.4,0.1
682,777,53,2,43.35,0.1
683,777,60,8,126.12,0.0
684,777,39,3,158.99,0.05
685,777,4,9,27.29,0.0
686,777,54,6,15.53,0.15
687,1062,16,1,18.33,0.0
688,1062,6,4,24.02,0.0
689,1062,26,2,80.87,0.0
690,1062,21,8,71.68,0.0
691,1062,7,6,33.03,0.0
692,2726,7,3,33.03,0.0
693,2726,24,4,8.02,0.1
694,3723,31,9,308.58,0.15
695,3723,7,7,33.03,0.0
696,3723,29,1,103.01,0.0
697,3723,2,5,166.46,0.1
698,3211,45,2,68.24,0.15
699,3211,19,1,7.35,0.0
700,2638,12,7,385.04,0.05
701,2638,40,2,56.04,0.1
702,2638,45,9,68.24,0.1
703,306,36,10,307.21,0.0
704,306,47,8,271.83,0.0
705,306,1,6,46.02,0.0
706,306,9,9,270.93,0.0
707,3606,36,7,307.21,0.0
708,3606,11,6,61.17,0.0
709,3606,36,7,307.21,0.05
710,3606,4,10,27.29,0.0
711,3606,33,8,10.06,0.05
712,1825,29,5,103.01,0.0
713,1825,56,3,394.93,0.0
714,1825,32,6,115.53,0.15
715,1825,33,5,10.06,0.0
716,1825,35,6,192.47,0.15
717,437,28,6,52.42,0.0
718,437,51,10,50.01,0.15
719,437,19,9,7.35,0.0
720,437,9,10,270.93,0.0
721,437,59,2,31.68,0.0
722,296,22,3,39.07,0.0
723,296,60,1,126.12,0.0
724,296,3,5,120.38,0.0
725,296,24,4,8.02,0.15
726,1735,42,2,2.63,0.0
727,1735,16,2,18.33,0.0
728,1735,52,6,18.99,0.0
729,1735,5,1,160.91,0.0
730,1735,21,8,71.68,0.0
731,3448,34,7,195.39,0.0
732,831,48,2,61.29,0.0
733,831,19,5,7.35,0.0
734,831,55,9,54.78,0.1
735,831,40,7,56.04,0.05
736,831,38,8,13.28,0.1
737,1680,32,4,115.53,0.15
738,1680,28,8,52.42,0.05
739,3139,42,3,2.63,0.05
740,3139,48,3,61.29,0.0
741,3139,24,3,8.02,0.1
742,3647,19,2,7.35,0.0
743,3647,34,3,195.39,0.0
744,3647,46,2,21.46,0.1
745,3840,13,3,71.06,0.0
746,3840,13,3,71.06,0.1
747,3884,41,10,136.4,0.0
748,857,4,1,27.29,0.05
749,358,34,7,195.39,0.0
750,1129,32,4,115.53,0.0
751,1129,46,8,21.46,0.1
752,1129,23,9,42.49,0.0
753,1433,50,7,171.97,0.05
754,1433,34,2,195.39,0.15
755,1662,12,6,385.04,0.0
756,1662,31,6,308.58,0.05
757,1662,17,6,51.12,0.15
758,1662,36,5,307.21,0.15
759,2866,9,3,270.93,0.05
760,2866,56,1,394.93,0.1
761,2866,21,10,71.68,0.0
762,2866,6,8,24.02,0.1
763,3180,58,9,104.43,0.15
764,3180,16,2,18.33,0.15
765,3180,26,9,80.87,0.0
766,3180,56,8,394.93,0.0
767,1806,42,3,2.63,0.05
768,2670,30,4,75.84,0.15
769,3624,29,4,103.01,0.15
770,3624,60,10,126.12,0.1
771,81,54,6,15.53,0.0
772,81,12,3,385.04,0.0
773,846,37,4,136.06,0.1
774,846,48,3,61.29,0.05
775,846,7,7,33.03,0.15
776,846,52,10,18.99,0.0
777,846,5,5,160.91,0.15
778,1208,36,3,307.21,0.1
779,1208,16,6,18.33,0.0
780,1948,45,10,68.24,0.0
781,1948,55,4,54.78,0.1
782,1948,21,5,71.68,0.1
783,2116,27,8,212.44,0.0
784,2116,47,8,271.83,0.15
785,2116,48,8,61.29,0.15
786,2876,11,5,61.17,0.05
787,2876,16,10,18.33,0.0
788,1896,17,10,51.12,0.0
789,1896,52,10,18.99,0.05
790,1896,46,2,21.46,0.15
791,3517,58,10,104.43,0.05
792,3517,53,8,43.35,0.1
793,1856,12,3,385.04,0.1
794,3910,5,1,160.91,0.0
795,3910,22,10,39.07,0.0
796,3910,30,8,75.84,0.1
797,3910,47,4,271.83,0.0
798,1783,46,3,21.46,0.0
799,1783,38,9,13.28,0.1
800,1783,16,3,18.33,0.0
801,1783,2,2,166.46,0.15
802,2351,51,7,50.01,0.0
803,2351,47,1,271.83,0.15
804,1033,13,1,71.06,0.0
805,1033,57,5,48.65,0.0
806,1033,49,8,3.15,0.1
807,1033,39,8,158.99,0.15
808,1033,34,9,195.39,0.1
809,2501,29,4,103.01,0.0
810,2501,45,6,68.24,0.15
811,2501,43,6,60.31,0.1
812,2501,12,9,385.04,0.0
813,2501,26,1,80.87,0.0
814,2559,2,5,166.46,0.0
815,2559,16,2,18.33,0.05
816,3998,55,6,54.78,0.1
817,3998,8,2,339.2,0.05
818,3998,23,4,42.49,0.0
819,3998,56,10,394.93,0.15
820,3998,58,1,104.43,0.0
821,850,42,3,2.63,0.1
822,850,50,10,171.97,0.15
823,3783,43,2,60.31,0.0
824,3783,20,8,151.48,0.0
825,3783,18,9,257.31,0.15
826,3820,4,4,27.29,0.1
827,3820,59,10,31.68,0.0
828,3923,31,4,308.58,0.0
829,3923,44,8,196.45,0.1
830,3923,6,2,24.02,0.1
831,3923,10,1,165.6,0.05
832,667,47,2,271.83,0.0
833,667,14,2,3.36,0.0
